no_of_dots,specialSymbol,lengthOfURL,suspiciousWords,prefixSuffix,countOfHttp,shorteningService,has_data_uri,check_ssl_certificate,fake_login_form,countPages,missingHyperlink,count_foreign_links,count_empty_links,count_error_links,count_redirection_links,has_foreign_css,check_favicon,google_index,httpDomain,label
0,0,0,0,0,0,0,0,0,0,134,0,1,0,0,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,1,39,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,1,98,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,144,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,29,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,107,0,0,0,1,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,1,138,0,0,0,1,1,1,1,0,0,0
0,0,0,0,0,0,0,1,0,1,322,0,0,0,0,1,1,1,0,0,0
0,0,0,0,1,0,0,0,0,1,225,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,422,0,0,0,1,1,1,1,0,0,0
0,0,1,0,1,0,0,0,0,0,79,0,0,0,1,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,126,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,279,0,0,0,1,1,1,1,0,0,0
0,0,1,0,0,0,0,0,0,0,125,0,0,0,1,1,1,0,0,0,0
0,0,0,0,1,0,0,0,0,0,91,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,1,103,0,0,0,1,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,1,0,0,189,0,0,0,0,1,1,0,0,0,0
0,0,0,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,25,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,1,80,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,13,1,1,1,1,1,0,0,0,0,0
0,0,0,0,0,0,1,0,0,1,132,0,0,0,1,1,0,1,0,0,0
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,1,251,0,0,0,1,1,1,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,65,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,98,0,0,0,1,1,0,1,0,0,0
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,0,0,0
0,0,0,0,0,0,0,0,1,0,52,0,1,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,148,0,0,0,1,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,240,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,1,0,0,8,0,1,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,418,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,203,0,0,0,0,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,56,0,0,0,1,1,0,0,0,0,0
0,0,0,0,1,0,0,0,0,1,129,0,0,0,1,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,229,0,0,0,0,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,81,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,137,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,1,206,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,1,210,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,0,0,0
0,0,0,0,1,0,0,0,0,1,48,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,0,0,0
1,0,0,0,0,0,1,0,0,0,86,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,35,0,0,0,1,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,56,0,0,0,1,1,0,1,0,0,0
0,0,0,0,0,0,0,1,0,1,74,0,0,0,0,1,0,1,0,0,0
0,0,0,0,0,0,0,0,0,1,70,0,0,0,1,1,0,0,0,0,0
0,0,0,0,1,0,0,1,0,1,129,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,85,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,1,0,1,1663,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,93,0,0,0,1,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,334,0,0,0,0,1,1,1,0,0,0
0,0,0,0,0,0,1,0,0,1,102,0,0,0,0,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,123,0,1,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,210,0,0,0,0,1,1,0,0,0,0
0,0,0,0,1,0,0,0,0,0,28,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0
0,0,0,0,0,0,1,0,0,0,129,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,149,0,0,0,1,1,1,0,0,0,0
0,0,1,0,0,0,0,0,0,0,48,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,1,0,1,157,0,0,0,1,1,1,1,1,0,0
0,0,0,0,0,0,0,0,0,0,139,1,1,1,1,1,1,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,1,125,0,1,0,0,1,1,1,0,0,0
1,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,0,0,0
0,0,0,0,1,0,0,0,0,0,17,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,1,1,0,0,0,0
0,0,1,0,1,0,0,0,0,0,270,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,78,0,0,0,1,1,0,1,0,0,0
0,0,1,0,1,0,0,1,0,0,96,0,0,0,1,1,0,0,0,0,0
0,0,0,0,1,0,0,1,0,0,4,0,0,0,1,1,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,198,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,236,0,0,0,0,1,1,1,0,0,0
1,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,41,0,0,0,1,1,0,0,0,0,0
0,0,0,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,0,0,0
0,0,1,0,0,0,0,0,0,0,73,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,1,0,1,59,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,105,0,1,0,0,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,184,0,0,0,1,1,0,0,0,0,0
0,0,0,0,1,0,0,0,0,1,395,0,0,0,1,1,1,1,0,0,0
0,0,0,0,1,0,0,0,0,0,151,0,0,0,1,1,1,0,0,0,0
0,0,0,0,1,0,1,0,0,0,37,0,0,0,1,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,97,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,128,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,101,0,0,0,1,1,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,13,0,0,0,1,1,0,1,0,0,0
0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,1,0,0,0,563,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,282,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,21,1,1,1,1,1,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,11,0,0,1,1,1,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,284,0,1,0,0,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,14,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,61,0,0,0,1,1,0,1,0,0,0
0,0,1,0,0,0,1,0,0,0,130,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,76,0,1,0,0,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,1,100,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,72,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,139,0,0,0,1,1,1,1,0,0,0
0,0,0,0,0,0,0,0,1,0,77,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,88,0,0,0,1,1,1,0,0,0,0
0,0,0,0,1,0,0,0,0,0,47,0,0,0,1,1,1,1,0,0,0
0,0,0,0,1,0,0,0,0,0,81,0,0,0,1,1,1,1,0,0,0
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,1,1,0,0,0,0
0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,96,0,0,0,1,1,1,1,0,0,0
0,0,0,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,238,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,1,251,0,0,0,1,1,0,0,0,0,0
0,0,0,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0
0,0,0,0,0,0,0,1,0,1,348,0,0,0,1,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,4,1,1,1,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,46,0,1,0,0,0,1,1,0,0,0
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,39,0,0,1,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,66,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,42,0,0,0,1,1,1,1,0,0,0
0,0,0,0,1,0,0,0,0,0,123,0,0,0,1,1,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,1,156,0,0,0,0,1,0,0,0,0,0
0,0,1,0,0,0,0,0,0,1,85,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,1,0,1,251,0,1,0,0,1,1,1,0,0,0
0,0,0,0,0,0,0,1,0,1,100,1,1,1,1,1,1,1,0,0,0
1,0,0,0,0,0,0,0,0,0,241,0,0,0,1,1,1,0,0,0,0
0,0,1,0,0,0,0,1,0,0,10,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,52,0,1,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,103,0,0,0,1,1,0,1,0,0,0
0,0,0,0,0,0,0,0,0,1,146,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,101,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,134,0,1,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,231,0,0,0,1,1,1,1,0,0,0
0,0,0,0,1,0,0,0,0,0,57,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,75,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,1,1,1,199,0,0,0,0,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,298,0,0,0,1,1,0,1,0,0,0
0,0,0,0,1,0,0,1,0,0,286,0,0,0,1,1,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,47,0,0,0,1,1,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,90,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,1,147,0,0,0,0,1,0,1,0,0,0
0,0,0,0,1,0,0,0,0,1,240,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,196,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,0,0,0
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,15,1,1,1,1,1,0,1,0,0,0
0,0,0,0,0,0,0,0,0,1,141,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,1,0,1,145,0,0,0,0,1,1,1,0,0,0
0,0,0,0,0,0,0,1,0,1,20,0,1,0,1,1,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,75,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,375,0,1,0,0,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,141,0,0,0,1,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,60,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,64,0,0,0,0,1,1,0,0,0,0
0,0,0,0,1,0,0,0,0,0,139,0,0,0,0,1,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,37,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,297,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,0,0,0
0,0,0,0,0,0,1,1,1,1,100,1,1,1,1,1,1,1,0,0,0
0,0,0,0,0,0,0,1,0,0,101,0,1,0,0,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,79,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,74,0,1,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,1,48,0,0,0,0,1,1,0,0,0,0
0,0,0,0,1,0,0,0,0,0,143,0,0,0,1,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,242,0,1,0,0,1,1,0,0,0,0
0,0,0,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,0,0,0
0,0,0,0,0,0,1,0,0,0,146,0,0,0,0,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,1,215,0,0,0,1,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,514,0,0,0,1,1,1,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,213,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,0,0,0
0,0,0,0,1,0,0,0,0,1,123,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,52,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,116,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,213,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,41,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,46,0,0,0,1,1,1,1,0,0,0
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,0,0,0
0,0,1,0,0,0,0,0,0,0,143,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,1,0,0,96,0,0,0,1,1,1,1,0,0,0
1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0
0,0,0,0,1,0,0,1,0,0,11,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,1,210,0,0,0,0,1,1,0,0,0,0
0,0,1,0,0,0,0,0,0,0,100,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,35,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,69,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,72,0,0,0,1,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,52,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,77,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,224,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,1,84,0,0,0,0,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,158,0,0,0,1,1,1,1,0,0,0
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,0,0,0
0,0,0,0,0,0,0,1,0,1,91,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,102,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,304,0,0,0,1,1,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,231,0,0,0,1,1,1,1,0,0,0
1,0,0,0,0,0,0,0,0,0,62,0,0,0,1,1,0,0,0,0,0
0,0,0,0,1,0,0,0,0,1,426,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,74,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,1,0,1,100,1,1,1,1,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,19,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,148,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,76,0,1,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,126,0,1,0,0,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,45,0,0,0,1,1,1,0,0,0,0
0,0,0,0,1,0,0,0,0,0,110,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,1,0,0,0,19,0,1,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,133,0,0,0,1,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,62,0,0,0,1,1,1,0,0,0,0
0,0,1,0,0,0,0,0,0,1,135,0,1,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,133,0,0,0,1,1,0,1,0,0,0
1,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,248,0,0,0,1,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,141,0,0,0,1,1,0,1,0,0,0
0,0,0,0,0,0,0,1,0,1,135,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,71,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,164,0,0,0,1,1,1,1,0,0,0
0,0,0,0,1,0,0,0,0,0,116,0,0,0,1,1,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,178,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,1,46,0,0,0,1,1,0,1,0,0,0
0,0,0,0,0,0,0,1,0,0,143,0,0,0,1,1,0,1,0,0,0
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,118,0,1,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,216,0,0,0,0,1,1,0,0,0,0
0,0,0,0,1,0,1,0,0,0,10,0,1,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,43,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,36,0,0,0,1,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,1,197,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,30,0,0,0,1,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,102,0,0,0,1,1,1,1,0,0,0
0,0,0,1,0,0,0,1,0,0,131,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,79,0,1,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,147,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,202,0,0,0,1,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,1,198,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,124,0,0,0,1,1,0,0,0,0,0
0,0,0,0,1,0,0,0,1,1,38,0,0,0,1,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,88,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,72,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,1,0,1,167,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,148,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,1,504,0,0,0,1,1,1,0,0,0,0
0,0,0,0,1,0,0,0,0,1,191,0,0,0,1,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,1,149,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1083,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,1,89,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,82,0,0,0,1,1,1,1,0,0,0
0,0,0,0,1,0,0,0,0,0,116,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,84,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,1,178,0,1,0,0,1,1,1,0,0,0
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,0,0,0
0,0,0,0,1,0,0,0,0,0,145,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,51,0,1,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,78,0,0,0,1,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,4,1,1,1,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
0,0,0,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,0,0,0
0,0,0,0,0,0,0,1,0,0,106,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,1,18,0,1,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,1,0,0,71,0,1,0,1,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,284,0,0,0,0,1,1,1,0,0,0
0,0,0,0,0,0,1,0,0,1,170,0,0,0,0,1,1,0,0,0,0
0,0,0,0,1,0,0,0,0,1,406,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,1,0,0,175,0,0,0,1,1,1,0,0,0,0
0,0,1,0,0,0,0,1,0,1,173,0,0,0,0,1,1,1,0,0,0
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,0,0,0
1,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,0,0,0
0,0,1,0,0,0,0,0,0,1,117,0,1,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,87,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,4,1,1,1,1,1,0,0,0,0,0
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,0,0,0
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,65,0,0,0,1,1,1,1,0,0,0
